Question,Answer,Q&A,categories,pre-score,weight,score
F1_9,1,F1-9. 라이프 스타일 문항별 자가 평가-9) 규칙적으로 식사하는 편이다  1) 전혀 그렇지 않다,,,,
F1_9,2,F1-9. 라이프 스타일 문항별 자가 평가-9) 규칙적으로 식사하는 편이다  2) 그렇지 않은 편이다,,,,
F1_9,3,F1-9. 라이프 스타일 문항별 자가 평가-9) 규칙적으로 식사하는 편이다  3) 보통이다/그저 그렇다,,,,
F1_9,4,F1-9. 라이프 스타일 문항별 자가 평가-9) 규칙적으로 식사하는 편이다  4) 그런 편이다,,,,
F1_9,5,F1-9. 라이프 스타일 문항별 자가 평가-9) 규칙적으로 식사하는 편이다  5) 매우 그렇다,,,,
F1_10,1,F1-10. 라이프 스타일 문항별 자가 평가-10) 동일제품의 여러 회사 가격을 비교해서 구입하는 편이다  1) 전혀 그렇지 않다,['price_sensitivity'],1,1,1
F1_10,2,F1-10. 라이프 스타일 문항별 자가 평가-10) 동일제품의 여러 회사 가격을 비교해서 구입하는 편이다  2) 그렇지 않은 편이다,['price_sensitivity'],3,1,3
F1_10,3,F1-10. 라이프 스타일 문항별 자가 평가-10) 동일제품의 여러 회사 가격을 비교해서 구입하는 편이다  3) 보통이다/그저 그렇다,['price_sensitivity'],5,1,5
F1_10,4,F1-10. 라이프 스타일 문항별 자가 평가-10) 동일제품의 여러 회사 가격을 비교해서 구입하는 편이다  4) 그런 편이다,['price_sensitivity'],7,1,7
F1_10,5,F1-10. 라이프 스타일 문항별 자가 평가-10) 동일제품의 여러 회사 가격을 비교해서 구입하는 편이다  5) 매우 그렇다,['price_sensitivity'],9,1,9
F1_11,1,F1-11. 라이프 스타일 문항별 자가 평가-11) 식품을 구입할 때 가격대비 품질 수준을 체크하는 편이다  1) 전혀 그렇지 않다,"['price_sensitivity', 'premium_orientation']",1,1,1
F1_11,2,F1-11. 라이프 스타일 문항별 자가 평가-11) 식품을 구입할 때 가격대비 품질 수준을 체크하는 편이다  2) 그렇지 않은 편이다,"['price_sensitivity', 'premium_orientation']",3,1,3
F1_11,3,F1-11. 라이프 스타일 문항별 자가 평가-11) 식품을 구입할 때 가격대비 품질 수준을 체크하는 편이다  3) 보통이다/그저 그렇다,"['price_sensitivity', 'premium_orientation']",5,1,5
F1_11,4,F1-11. 라이프 스타일 문항별 자가 평가-11) 식품을 구입할 때 가격대비 품질 수준을 체크하는 편이다  4) 그런 편이다,"['price_sensitivity', 'premium_orientation']",7,1,7
F1_11,5,F1-11. 라이프 스타일 문항별 자가 평가-11) 식품을 구입할 때 가격대비 품질 수준을 체크하는 편이다  5) 매우 그렇다,"['price_sensitivity', 'premium_orientation']",9,1,9
F1_12,1,F1-12. 라이프 스타일 문항별 자가 평가-12) 식품 구입 시 사전에 구입할 목록을 작성하는 편이다  1) 전혀 그렇지 않다,,,,
F1_12,2,F1-12. 라이프 스타일 문항별 자가 평가-12) 식품 구입 시 사전에 구입할 목록을 작성하는 편이다  2) 그렇지 않은 편이다,,,,
F1_12,3,F1-12. 라이프 스타일 문항별 자가 평가-12) 식품 구입 시 사전에 구입할 목록을 작성하는 편이다  3) 보통이다/그저 그렇다,,,,
F1_12,4,F1-12. 라이프 스타일 문항별 자가 평가-12) 식품 구입 시 사전에 구입할 목록을 작성하는 편이다  4) 그런 편이다,,,,
F1_12,5,F1-12. 라이프 스타일 문항별 자가 평가-12) 식품 구입 시 사전에 구입할 목록을 작성하는 편이다  5) 매우 그렇다,,,,
F1_13,1,F1-13. 라이프 스타일 문항별 자가 평가-13) 식품 선택 시 가격이나 맛보다는 안전성을 우선 고려한다  1) 전혀 그렇지 않다,"['price_sensitivity', 'health_orientation', 'variety_seeking']",1,1,1
F1_13,2,F1-13. 라이프 스타일 문항별 자가 평가-13) 식품 선택 시 가격이나 맛보다는 안전성을 우선 고려한다  2) 그렇지 않은 편이다,"['price_sensitivity', 'health_orientation', 'variety_seeking']",3,1,3
F1_13,3,F1-13. 라이프 스타일 문항별 자가 평가-13) 식품 선택 시 가격이나 맛보다는 안전성을 우선 고려한다  3) 보통이다/그저 그렇다,"['price_sensitivity', 'health_orientation', 'variety_seeking']",5,1,5
F1_13,4,F1-13. 라이프 스타일 문항별 자가 평가-13) 식품 선택 시 가격이나 맛보다는 안전성을 우선 고려한다  4) 그런 편이다,"['price_sensitivity', 'health_orientation', 'variety_seeking']",7,1,7
F1_13,5,F1-13. 라이프 스타일 문항별 자가 평가-13) 식품 선택 시 가격이나 맛보다는 안전성을 우선 고려한다  5) 매우 그렇다,"['price_sensitivity', 'health_orientation', 'variety_seeking']",9,1,9
F1_14,1,F1-14. 라이프 스타일 문항별 자가 평가-14) 상한 것이 의심되는 등 위해가능성이 있는 식품은 아까워도 섭취하지 않는다  1) 전혀 그렇지 않다,,,,
F1_14,2,F1-14. 라이프 스타일 문항별 자가 평가-14) 상한 것이 의심되는 등 위해가능성이 있는 식품은 아까워도 섭취하지 않는다  2) 그렇지 않은 편이다,,,,
F1_14,3,F1-14. 라이프 스타일 문항별 자가 평가-14) 상한 것이 의심되는 등 위해가능성이 있는 식품은 아까워도 섭취하지 않는다  3) 보통이다/그저 그렇다,,,,
F1_14,4,F1-14. 라이프 스타일 문항별 자가 평가-14) 상한 것이 의심되는 등 위해가능성이 있는 식품은 아까워도 섭취하지 않는다  4) 그런 편이다,,,,
F1_14,5,F1-14. 라이프 스타일 문항별 자가 평가-14) 상한 것이 의심되는 등 위해가능성이 있는 식품은 아까워도 섭취하지 않는다  5) 매우 그렇다,,,,
F1_15,1,F1-15. 라이프 스타일 문항별 자가 평가-15) 식품 구입 시 안전성이 인증된 식품(HACCP 등)을 구입하는 편이다  1) 전혀 그렇지 않다,['health_orientation'],1,1,1
F1_15,2,F1-15. 라이프 스타일 문항별 자가 평가-15) 식품 구입 시 안전성이 인증된 식품(HACCP 등)을 구입하는 편이다  2) 그렇지 않은 편이다,['health_orientation'],3,1,3
F1_15,3,F1-15. 라이프 스타일 문항별 자가 평가-15) 식품 구입 시 안전성이 인증된 식품(HACCP 등)을 구입하는 편이다  3) 보통이다/그저 그렇다,['health_orientation'],5,1,5
F1_15,4,F1-15. 라이프 스타일 문항별 자가 평가-15) 식품 구입 시 안전성이 인증된 식품(HACCP 등)을 구입하는 편이다  4) 그런 편이다,['health_orientation'],7,1,7
F1_15,5,F1-15. 라이프 스타일 문항별 자가 평가-15) 식품 구입 시 안전성이 인증된 식품(HACCP 등)을 구입하는 편이다  5) 매우 그렇다,['health_orientation'],9,1,9
F2_1,1,F2-1. 식품 이슈별 자가 평가-1) 인공식품첨가물이 들어있는 가공식품은 먹지 않는다  1) 전혀 그렇지 않다,,,,
F2_1,2,F2-1. 식품 이슈별 자가 평가-1) 인공식품첨가물이 들어있는 가공식품은 먹지 않는다  2) 그렇지 않은 편이다,,,,
F2_1,3,F2-1. 식품 이슈별 자가 평가-1) 인공식품첨가물이 들어있는 가공식품은 먹지 않는다  3) 보통이다/그저 그렇다,,,,
F2_1,4,F2-1. 식품 이슈별 자가 평가-1) 인공식품첨가물이 들어있는 가공식품은 먹지 않는다  4) 그런 편이다,,,,
F2_1,5,F2-1. 식품 이슈별 자가 평가-1) 인공식품첨가물이 들어있는 가공식품은 먹지 않는다  5) 매우 그렇다,,,,
F2_2,1,F2-2. 식품 이슈별 자가 평가-2) MSG가 첨가된 식품은 가급적 먹지 않는다  1) 전혀 그렇지 않다,,,,
F2_2,2,F2-2. 식품 이슈별 자가 평가-2) MSG가 첨가된 식품은 가급적 먹지 않는다  2) 그렇지 않은 편이다,,,,
F2_2,3,F2-2. 식품 이슈별 자가 평가-2) MSG가 첨가된 식품은 가급적 먹지 않는다  3) 보통이다/그저 그렇다,,,,
F2_2,4,F2-2. 식품 이슈별 자가 평가-2) MSG가 첨가된 식품은 가급적 먹지 않는다  4) 그런 편이다,,,,
F2_2,5,F2-2. 식품 이슈별 자가 평가-2) MSG가 첨가된 식품은 가급적 먹지 않는다  5) 매우 그렇다,,,,
F2_3,1,F2-3. 식품 이슈별 자가 평가-3) 트랜스지방이 포함된 가공식품은 먹지 않는다  1) 전혀 그렇지 않다,,,,
F2_3,2,F2-3. 식품 이슈별 자가 평가-3) 트랜스지방이 포함된 가공식품은 먹지 않는다  2) 그렇지 않은 편이다,,,,
F2_3,3,F2-3. 식품 이슈별 자가 평가-3) 트랜스지방이 포함된 가공식품은 먹지 않는다  3) 보통이다/그저 그렇다,,,,
F2_3,4,F2-3. 식품 이슈별 자가 평가-3) 트랜스지방이 포함된 가공식품은 먹지 않는다  4) 그런 편이다,,,,
F2_3,5,F2-3. 식품 이슈별 자가 평가-3) 트랜스지방이 포함된 가공식품은 먹지 않는다  5) 매우 그렇다,,,,
F2_4,1,F2-4. 식품 이슈별 자가 평가-4) 기름에 튀긴 가공식품은 먹지 않는다  1) 전혀 그렇지 않다,,,,
F2_4,2,F2-4. 식품 이슈별 자가 평가-4) 기름에 튀긴 가공식품은 먹지 않는다  2) 그렇지 않은 편이다,,,,
F2_4,3,F2-4. 식품 이슈별 자가 평가-4) 기름에 튀긴 가공식품은 먹지 않는다  3) 보통이다/그저 그렇다,,,,
F2_4,4,F2-4. 식품 이슈별 자가 평가-4) 기름에 튀긴 가공식품은 먹지 않는다  4) 그런 편이다,,,,
F2_4,5,F2-4. 식품 이슈별 자가 평가-4) 기름에 튀긴 가공식품은 먹지 않는다  5) 매우 그렇다,,,,
F2_5,1,F2-5. 식품 이슈별 자가 평가-5) GMO 원료가 들어있는 가공식품을 먹지 않겠다  1) 전혀 그렇지 않다,,,,
F2_5,2,F2-5. 식품 이슈별 자가 평가-5) GMO 원료가 들어있는 가공식품을 먹지 않겠다  2) 그렇지 않은 편이다,,,,
F2_5,3,F2-5. 식품 이슈별 자가 평가-5) GMO 원료가 들어있는 가공식품을 먹지 않겠다  3) 보통이다/그저 그렇다,,,,
F2_5,4,F2-5. 식품 이슈별 자가 평가-5) GMO 원료가 들어있는 가공식품을 먹지 않겠다  4) 그런 편이다,,,,
F2_5,5,F2-5. 식품 이슈별 자가 평가-5) GMO 원료가 들어있는 가공식품을 먹지 않겠다  5) 매우 그렇다,,,,
F2_6,1,F2-6. 식품 이슈별 자가 평가-6) 국내산 원료로 만든 제품을 선호한다  1) 전혀 그렇지 않다,['brand_loyalty'],1,1,1
F2_6,2,F2-6. 식품 이슈별 자가 평가-6) 국내산 원료로 만든 제품을 선호한다  2) 그렇지 않은 편이다,['brand_loyalty'],3,1,3
F2_6,3,F2-6. 식품 이슈별 자가 평가-6) 국내산 원료로 만든 제품을 선호한다  3) 보통이다/그저 그렇다,['brand_loyalty'],5,1,5
F2_6,4,F2-6. 식품 이슈별 자가 평가-6) 국내산 원료로 만든 제품을 선호한다  4) 그런 편이다,['brand_loyalty'],7,1,7
F2_6,5,F2-6. 식품 이슈별 자가 평가-6) 국내산 원료로 만든 제품을 선호한다  5) 매우 그렇다,['brand_loyalty'],9,1,9
F2_7,1,F2-7. 식품 이슈별 자가 평가-7) 전통식품을 선호한다  1) 전혀 그렇지 않다,,1,1,
F2_7,2,F2-7. 식품 이슈별 자가 평가-7) 전통식품을 선호한다  2) 그렇지 않은 편이다,,3,1,
F2_7,3,F2-7. 식품 이슈별 자가 평가-7) 전통식품을 선호한다  3) 보통이다/그저 그렇다,,5,1,
F2_7,4,F2-7. 식품 이슈별 자가 평가-7) 전통식품을 선호한다  4) 그런 편이다,,7,1,
F2_7,5,F2-7. 식품 이슈별 자가 평가-7) 전통식품을 선호한다  5) 매우 그렇다,,9,1,
F2_8,1,F2-8. 식품 이슈별 자가 평가-8) 국내 회사에서 제조된 국내 브랜드를 선호한다  1) 전혀 그렇지 않다,"['premium_orientation', 'brand_loyalty']",1,1,1
F2_8,2,F2-8. 식품 이슈별 자가 평가-8) 국내 회사에서 제조된 국내 브랜드를 선호한다  2) 그렇지 않은 편이다,"['premium_orientation', 'brand_loyalty']",3,1,3
F2_8,3,F2-8. 식품 이슈별 자가 평가-8) 국내 회사에서 제조된 국내 브랜드를 선호한다  3) 보통이다/그저 그렇다,"['premium_orientation', 'brand_loyalty']",5,1,5
F2_8,4,F2-8. 식품 이슈별 자가 평가-8) 국내 회사에서 제조된 국내 브랜드를 선호한다  4) 그런 편이다,"['premium_orientation', 'brand_loyalty']",7,1,7
F2_8,5,F2-8. 식품 이슈별 자가 평가-8) 국내 회사에서 제조된 국내 브랜드를 선호한다  5) 매우 그렇다,"['premium_orientation', 'brand_loyalty']",9,1,9
F2_9,1,F2-9. 식품 이슈별 자가 평가-9) 유기가공인증제품을 선호한다  1) 전혀 그렇지 않다,"['premium_orientation', 'brand_loyalty']",1,1,1
F2_9,2,F2-9. 식품 이슈별 자가 평가-9) 유기가공인증제품을 선호한다  2) 그렇지 않은 편이다,"['premium_orientation', 'brand_loyalty']",3,1,3
F2_9,3,F2-9. 식품 이슈별 자가 평가-9) 유기가공인증제품을 선호한다  3) 보통이다/그저 그렇다,"['premium_orientation', 'brand_loyalty']",5,1,5
F2_9,4,F2-9. 식품 이슈별 자가 평가-9) 유기가공인증제품을 선호한다  4) 그런 편이다,"['premium_orientation', 'brand_loyalty']",7,1,7
F2_9,5,F2-9. 식품 이슈별 자가 평가-9) 유기가공인증제품을 선호한다  5) 매우 그렇다,"['premium_orientation', 'brand_loyalty']",9,1,9
F2_10,1,F2-10. 식품 이슈별 자가 평가-10) 식품회사 중 사회적으로 좋은 일을 많이 하는 착한기업 제품을 선호한다  1) 전혀 그렇지 않다,['brand_loyalty'],1,1,1
F2_10,2,F2-10. 식품 이슈별 자가 평가-10) 식품회사 중 사회적으로 좋은 일을 많이 하는 착한기업 제품을 선호한다  2) 그렇지 않은 편이다,['brand_loyalty'],3,1,3
F2_10,3,F2-10. 식품 이슈별 자가 평가-10) 식품회사 중 사회적으로 좋은 일을 많이 하는 착한기업 제품을 선호한다  3) 보통이다/그저 그렇다,['brand_loyalty'],5,1,5
F2_10,4,F2-10. 식품 이슈별 자가 평가-10) 식품회사 중 사회적으로 좋은 일을 많이 하는 착한기업 제품을 선호한다  4) 그런 편이다,['brand_loyalty'],7,1,7
F2_10,5,F2-10. 식품 이슈별 자가 평가-10) 식품회사 중 사회적으로 좋은 일을 많이 하는 착한기업 제품을 선호한다  5) 매우 그렇다,['brand_loyalty'],9,1,9
F2_11,1,F2-11. 식품 이슈별 자가 평가-11) 나트륨 함량이 적은 제품을 선택한다  1) 전혀 그렇지 않다,"['health_orientation', 'variety_seeking']",1,1,1
F2_11,2,F2-11. 식품 이슈별 자가 평가-11) 나트륨 함량이 적은 제품을 선택한다  2) 그렇지 않은 편이다,"['health_orientation', 'variety_seeking']",3,1,3
F2_11,3,F2-11. 식품 이슈별 자가 평가-11) 나트륨 함량이 적은 제품을 선택한다  3) 보통이다/그저 그렇다,"['health_orientation', 'variety_seeking']",5,1,5
F2_11,4,F2-11. 식품 이슈별 자가 평가-11) 나트륨 함량이 적은 제품을 선택한다  4) 그런 편이다,"['health_orientation', 'variety_seeking']",7,1,7
F2_11,5,F2-11. 식품 이슈별 자가 평가-11) 나트륨 함량이 적은 제품을 선택한다  5) 매우 그렇다,"['health_orientation', 'variety_seeking']",9,1,9
F2_12,1,F2-12. 식품 이슈별 자가 평가-12) 당 함량이 적은 제품을 선택한다  1) 전혀 그렇지 않다,"['health_orientation', 'variety_seeking']",1,1,1
F2_12,2,F2-12. 식품 이슈별 자가 평가-12) 당 함량이 적은 제품을 선택한다  2) 그렇지 않은 편이다,"['health_orientation', 'variety_seeking']",3,1,3
F2_12,3,F2-12. 식품 이슈별 자가 평가-12) 당 함량이 적은 제품을 선택한다  3) 보통이다/그저 그렇다,"['health_orientation', 'variety_seeking']",5,1,5
F2_12,4,F2-12. 식품 이슈별 자가 평가-12) 당 함량이 적은 제품을 선택한다  4) 그런 편이다,"['health_orientation', 'variety_seeking']",7,1,7
F2_12,5,F2-12. 식품 이슈별 자가 평가-12) 당 함량이 적은 제품을 선택한다  5) 매우 그렇다,"['health_orientation', 'variety_seeking']",9,1,9
F2_13,1,F2-13. 식품 이슈별 자가 평가-13) 칼로리가 낮은 제품을 선택한다  1) 전혀 그렇지 않다,"['health_orientation', 'variety_seeking']",1,1,1
F2_13,2,F2-13. 식품 이슈별 자가 평가-13) 칼로리가 낮은 제품을 선택한다  2) 그렇지 않은 편이다,"['health_orientation', 'variety_seeking']",3,1,3
F2_13,3,F2-13. 식품 이슈별 자가 평가-13) 칼로리가 낮은 제품을 선택한다  3) 보통이다/그저 그렇다,"['health_orientation', 'variety_seeking']",5,1,5
F2_13,4,F2-13. 식품 이슈별 자가 평가-13) 칼로리가 낮은 제품을 선택한다  4) 그런 편이다,"['health_orientation', 'variety_seeking']",7,1,7
F2_13,5,F2-13. 식품 이슈별 자가 평가-13) 칼로리가 낮은 제품을 선택한다  5) 매우 그렇다,"['health_orientation', 'variety_seeking']",9,1,9
F2_14,1,"F2-14. 식품 이슈별 자가 평가-14) 지방 함량이 적은 제품(저지방, 무지방 제품)을 선택한다  1) 전혀 그렇지 않다","['health_orientation', 'variety_seeking']",1,1,1
F2_14,2,"F2-14. 식품 이슈별 자가 평가-14) 지방 함량이 적은 제품(저지방, 무지방 제품)을 선택한다  2) 그렇지 않은 편이다","['health_orientation', 'variety_seeking']",3,1,3
F2_14,3,"F2-14. 식품 이슈별 자가 평가-14) 지방 함량이 적은 제품(저지방, 무지방 제품)을 선택한다  3) 보통이다/그저 그렇다","['health_orientation', 'variety_seeking']",5,1,5
F2_14,4,"F2-14. 식품 이슈별 자가 평가-14) 지방 함량이 적은 제품(저지방, 무지방 제품)을 선택한다  4) 그런 편이다","['health_orientation', 'variety_seeking']",7,1,7
F2_14,5,"F2-14. 식품 이슈별 자가 평가-14) 지방 함량이 적은 제품(저지방, 무지방 제품)을 선택한다  5) 매우 그렇다","['health_orientation', 'variety_seeking']",9,1,9
F2_15,1,"F2-15. 식품 이슈별 자가 평가-15) 탄수화물 위주의 식단(쌀, 밀가루 음식 등)을 피한다  1) 전혀 그렇지 않다",,,,
F2_15,2,"F2-15. 식품 이슈별 자가 평가-15) 탄수화물 위주의 식단(쌀, 밀가루 음식 등)을 피한다  2) 그렇지 않은 편이다",,,,
F2_15,3,"F2-15. 식품 이슈별 자가 평가-15) 탄수화물 위주의 식단(쌀, 밀가루 음식 등)을 피한다  3) 보통이다/그저 그렇다",,,,
F2_15,4,"F2-15. 식품 이슈별 자가 평가-15) 탄수화물 위주의 식단(쌀, 밀가루 음식 등)을 피한다  4) 그런 편이다",,,,
F2_15,5,"F2-15. 식품 이슈별 자가 평가-15) 탄수화물 위주의 식단(쌀, 밀가루 음식 등)을 피한다  5) 매우 그렇다",,,,
F3_1,1,F3-1. 가공식품 가격에 대한 인식-1) 나는 식품 가격의 오르고 내림에 민감하다  1) 전혀 그렇지 않다,['price_sensitivity'],1,1,1
F3_1,2,F3-1. 가공식품 가격에 대한 인식-1) 나는 식품 가격의 오르고 내림에 민감하다  2) 그렇지 않은 편이다,['price_sensitivity'],3,1,3
F3_1,3,F3-1. 가공식품 가격에 대한 인식-1) 나는 식품 가격의 오르고 내림에 민감하다  3) 보통이다/그저 그렇다,['price_sensitivity'],5,1,5
F3_1,4,F3-1. 가공식품 가격에 대한 인식-1) 나는 식품 가격의 오르고 내림에 민감하다  4) 그런 편이다,['price_sensitivity'],7,1,7
F3_1,5,F3-1. 가공식품 가격에 대한 인식-1) 나는 식품 가격의 오르고 내림에 민감하다  5) 매우 그렇다,['price_sensitivity'],9,1,9
F3_2,1,F3-2. 가공식품 가격에 대한 인식-2) 나는 가공식품 가격의 오르고 내림에 민감하다  1) 전혀 그렇지 않다,['price_sensitivity'],1,1,1
F3_2,2,F3-2. 가공식품 가격에 대한 인식-2) 나는 가공식품 가격의 오르고 내림에 민감하다  2) 그렇지 않은 편이다,['price_sensitivity'],3,1,3
F3_2,3,F3-2. 가공식품 가격에 대한 인식-2) 나는 가공식품 가격의 오르고 내림에 민감하다  3) 보통이다/그저 그렇다,['price_sensitivity'],5,1,5
F3_2,4,F3-2. 가공식품 가격에 대한 인식-2) 나는 가공식품 가격의 오르고 내림에 민감하다  4) 그런 편이다,['price_sensitivity'],7,1,7
F3_2,5,F3-2. 가공식품 가격에 대한 인식-2) 나는 가공식품 가격의 오르고 내림에 민감하다  5) 매우 그렇다,['price_sensitivity'],9,1,9
F3_3,1,F3-3. 가공식품 가격에 대한 인식-3) 전년에 비해 올해 가공식품 가격이 많이 상승했다  1) 전혀 그렇지 않다,,1,1,
F3_3,2,F3-3. 가공식품 가격에 대한 인식-3) 전년에 비해 올해 가공식품 가격이 많이 상승했다  2) 그렇지 않은 편이다,,3,1,
F3_3,3,F3-3. 가공식품 가격에 대한 인식-3) 전년에 비해 올해 가공식품 가격이 많이 상승했다  3) 보통이다/그저 그렇다,,5,1,
F3_3,4,F3-3. 가공식품 가격에 대한 인식-3) 전년에 비해 올해 가공식품 가격이 많이 상승했다  4) 그런 편이다,,7,1,
F3_3,5,F3-3. 가공식품 가격에 대한 인식-3) 전년에 비해 올해 가공식품 가격이 많이 상승했다  5) 매우 그렇다,,9,1,
F3_4,1,F3-4. 가공식품 가격에 대한 인식-4) 지난달에 비해 이번달 가공식품 가격이 많이 상승했다  1) 전혀 그렇지 않다,,1,1,
F3_4,2,F3-4. 가공식품 가격에 대한 인식-4) 지난달에 비해 이번달 가공식품 가격이 많이 상승했다  2) 그렇지 않은 편이다,,3,1,
F3_4,3,F3-4. 가공식품 가격에 대한 인식-4) 지난달에 비해 이번달 가공식품 가격이 많이 상승했다  3) 보통이다/그저 그렇다,,5,1,
F3_4,4,F3-4. 가공식품 가격에 대한 인식-4) 지난달에 비해 이번달 가공식품 가격이 많이 상승했다  4) 그런 편이다,,7,1,
F3_4,5,F3-4. 가공식품 가격에 대한 인식-4) 지난달에 비해 이번달 가공식품 가격이 많이 상승했다  5) 매우 그렇다,,9,1,
F7_1,1,F8-1. 식품소비 트렌드별 동조성(육류가공품)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_1,2,F8-1. 식품소비 트렌드별 동조성(육류가공품)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_1,3,F8-1. 식품소비 트렌드별 동조성(육류가공품)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_1,4,"F8-1. 식품소비 트렌드별 동조성(육류가공품)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_1,5,F8-1. 식품소비 트렌드별 동조성(육류가공품)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_2,1,F8-2. 식품소비 트렌드별 동조성(알가공품)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_2,2,F8-2. 식품소비 트렌드별 동조성(알가공품)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_2,3,F8-2. 식품소비 트렌드별 동조성(알가공품)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_2,4,"F8-2. 식품소비 트렌드별 동조성(알가공품)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_2,5,F8-2. 식품소비 트렌드별 동조성(알가공품)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_3,1,F8-3. 식품소비 트렌드별 동조성(조미수산가공품)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_3,2,F8-3. 식품소비 트렌드별 동조성(조미수산가공품)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_3,3,F8-3. 식품소비 트렌드별 동조성(조미수산가공품)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_3,4,"F8-3. 식품소비 트렌드별 동조성(조미수산가공품)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_3,5,F8-3. 식품소비 트렌드별 동조성(조미수산가공품)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_4,1,F8-4. 식품소비 트렌드별 동조성(염건수산가공품)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_4,2,F8-4. 식품소비 트렌드별 동조성(염건수산가공품)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_4,3,F8-4. 식품소비 트렌드별 동조성(염건수산가공품)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_4,4,"F8-4. 식품소비 트렌드별 동조성(염건수산가공품)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_4,5,F8-4. 식품소비 트렌드별 동조성(염건수산가공품)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_5,1,F8-5. 식품소비 트렌드별 동조성(김치 및 절임류)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_5,2,F8-5. 식품소비 트렌드별 동조성(김치 및 절임류)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_5,3,F8-5. 식품소비 트렌드별 동조성(김치 및 절임류)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_5,4,"F8-5. 식품소비 트렌드별 동조성(김치 및 절임류)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_5,5,F8-5. 식품소비 트렌드별 동조성(김치 및 절임류)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_6,1,F8-6. 식품소비 트렌드별 동조성(과일채소가공품)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_6,2,F8-6. 식품소비 트렌드별 동조성(과일채소가공품)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_6,3,F8-6. 식품소비 트렌드별 동조성(과일채소가공품)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
F7_6,4,"F8-6. 식품소비 트렌드별 동조성(과일채소가공품)  4) 소포장, 사용 및 취식·조리간편화된 제품을 구입 하겠다",['cooking_convenience'],9,1,9
F7_6,5,F8-6. 식품소비 트렌드별 동조성(과일채소가공품)  5) 제품의 업그레이드·신제품 개발과 관계없이 가격만 저렴하면 구입 하겠다,"['price_sensitivity', 'variety_seeking']",9,1,9
F7_7,1,F8-7. 식품소비 트렌드별 동조성(장류)  1) 건강(영양)에 좋은 제품을 구입 하겠다,['health_orientation'],9,1,9
F7_7,2,F8-7. 식품소비 트렌드별 동조성(장류)  2) 원료의 품질과 안전성이 확보된 제품을 구입 하겠다,"['health_orientation', 'premium_orientation']",9,1,9
F7_7,3,F8-7. 식품소비 트렌드별 동조성(장류)  3) 다양하고 새로운 맛을 낸 제품을 구입 하겠다,['variety_seeking'],9,1,9
